SifraNabavke,NazivDokumenta,NazivNarucioca,MaticniBroj,PIB,IdMesto,IdOpstina,IdVrstaPostupka,PredmetNabavke,VrstaPredmeta,OpstiRecnikNabavki,KontaktOsoba,Telefon,DatumPoslednjeIzmene,IdDelatnost,IdOblikOrg,IdOblikSvoj,IdKategorija,PozivZaPodnosenjePonuda,PozivZaPodnosenjePrijava,ObavestenjeOSistemuDinamickeNabavke,PozivZaUcesceNaKonkursZaDizajn,ObavestenjeOPriznavanjuKvalifikacije,ObavestenjeOPriznavanjuKvalifikacijeURestriktivnomPostupku,PodaciOObjaviIDodeliUgovora,ObavestenjeOZakljucenomOkvirnomSporazumu,ObavestenjeOZakljucenomUgovoru,ObavestenjeORezultatuKonkursa,ObavestenjeOObustaviPostupkaJavneNabavke,PodaciOIzmeniUgovoraOJavnojNabavci,KonkursnaDokumentacija,ObavestenjeOProduzenjuRoka,PregovarackiBezPonuda,ObavestenjeOZastitiPrava,MisljenjeUpraveJN,OdlukaOPriznavanjuKvalifikacije,OdlukaOIskljucenjuKandidata,OdlukaODodeliUgovora,OdlukaODodeliOkvirnogSporazuma,ObavestenjeOPonistenjuPostupka,OdlukaOObustaviPostupka,OdlukaONastavkuPostupka,OdlukaKomisijeOZakljucenjuUgovora,ObavestenjeOPriznavanjuKvalifikacijeOpste,Link
897842,Борбене униформе,"МИНИСТАРСТВО ОДБРАНЕ, СЕКТОР ЗА МАТЕРИЈАЛНЕ РЕСУРСЕ, УПРАВА ЗА СНАБДЕВАЊЕ",07093608,102116082,791091,70220,3,друга добра,добра,Борбене униформе,Мишо Симоновић,"011/2059-168, 2059-019",2015-12-01 11:43:18,8422,71,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=897842
898323,"Делови мењача, зглобова и диференцијала","Јавно предузеће за превоз путника у градском и приградском саобраћају ""Суботица-транс""",08049548,100960042,804614,80438,1,друга добра,добра,"Механички резервни делови, осим мотора и делова мотора",Милена Мамула,024/547-777 локал 107,2015-12-03 09:47:35,4931,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=898323
902676,Средства за хигијену,"Дом здравља ""Др Сава Станојевић""",17185390,101306421,743178,71170,7," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,Производи за чишћење и полирање,Ђурковић Миомир,037712020,2015-12-02 14:03:08,8621,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=902676
905165,ЛЕКОВИ 15/15,"Дом здравља ""Др Добривоје Гер. Поповић"" ",17669877,104764201,700029,70017,7,друга добра,добра,Фармацеутски производи,Милан Петровић,037751148,2015-12-03 09:52:49,8621,85,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=905165
906007,"Јавне набавке мале вредности услуге офсет штампања књига, часописа и других публикација",Завод за културу војвођанских Румуна,08891931,105736168,801542,80152,7,издавачке и штампарске услуге на хонорарној или уговорној основи ,услуге,Услуге штампања и испоруке,Алина Јорга,023 528 691 ,2015-12-02 14:31:40,9103,85,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=906007
913299,Безоловни бензин и Еуродизел,ЕП Ватерполо 2016 д.о.о,21016888,108526488,791091,70220,7,горива и мазива,добра,"Безоловни бензин,Дизел гориво (EN 590)",Дарко Удовичић,+381 11 2668634,2015-12-01 13:54:07,9319,14,2,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=913299
914565,Јавна набавка за екскурзију 2015/2016.,"ОСНОВНА ШКОЛА "" КРАЉ АЛЕКСАНДАР ПРВИ""",07161239,100439022,733083,70947,7,друге услуге,услуге,Услуге организације путовања,Сунчица Тошковић,012/541-931,2015-12-01 13:36:57,8520,90,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=914565
916584,услуге-организовање зимовања и једнодневне екскурзије,"ПРЕДШКОЛСКА  УСТАНОВА ""АНЂЕЛКА ЂУРИЋ""",08031517,100868079,800767,80098,7,услуге хотела и ресторана,услуге,Услуге организације путовања,ПАВЛОВИЋ ТАМАРА,013/851-343,2015-12-02 08:28:53,8510,85,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=916584
917361,5/2015– Резервни делови са услугом уградње за апарате за хемодијализу произвођача „Fresenius medical care“ за потребе Опште болнице Чачак ( једногодишње потребе),Општа болница Чачак,17878735,109170290,746061,71242,1,друга добра,добра,"Разни медицински уређаји и производи,Услуге поправке и одржавања медицинске опреме",Бранко Јевтовић,032/ 373 197,2015-12-01 08:08:27,8610,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917361
917367,"Набавка материјала за одржавање зграда и објеката, по партијама",Геронтолошки центар Суботица ,08121249,100959794,804614,80438,1," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,"Електрични материјал и прибор,Водоинсталатерски материјал,Алати, браве, кључеви, шарке, спојни елементи, ланци и опруге,Боје, лакови и смоле",Славица Кујунџић,024 644 425,2015-12-01 08:14:46,8710,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917367
917385,"Набавка ситног инвентара за угоститељство, ЈН 44/2015",СПЕЦИЈАЛНА БОЛНИЦА ЗА РЕХАБИЛИТАЦИЈУ БАЊА КОВИЉАЧА,07122314,101188430,725196,70734,7," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,"Кухињска опрема, предмети за домаћинство и потрепштине за угоститељство",Jokić Danijela,015/818-270,2015-12-01 08:25:59,8610,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917385
917391,ЈНМВ/3200/0010-ЗР/2015 - КАНЦЕЛАРИЈСКИ И ДРУГИ УРЕЂАЈИ И АПАРАТИ,ЕЛЕКТРОПРИВРЕДА СРБИЈЕ ЈП БЕОГРАД – ОГРАНАК ПАНОНСКЕ ТЕ-ТО,20053658,103920327,802824,80284,7,канцеларијска и друга опрема у објектима,добра,Апарати за домаћинство,Драган Грк,021/4821-222  lokal : 5098,2015-12-01 08:29:42,3511,17,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917391
917404,ЈН 3000/0313/2015 (102295/2015) - Замена систем за праћење квалитета погонских вода,ЈП Електропривреда Србије Београд,20053658,103920327,704741,70190,1,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Апарати за детекцију и анализу,Милена Кменица,011/2054-500,2015-12-01 08:37:52,3511,17,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917404
917407,ОДС-КВ-0042-15 Добра за безбедно и сигурно одржавање објеката (мердевине...),"Јавно предузеће ""Електропривреда Србије"" Београд Тело за централизоване јавне набавке",20053658,103920327,719714,70653,1,друга добра,добра,Мердевине на расклапање,Јасмина Вучинић,036/304-122,2015-12-01 08:38:44,3513,17,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917407
917410,"Jавна набавка половног возила марке ВАН,3 врата","Јавно Комунално Предузеће ""Рашка""",07176872,101274752,737445,71021,7,добра у области саобраћаја,добра,„VAN“ возила,Срђан Пузовић,036736622,2015-12-01 08:39:56,3600,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917410
917454,Прегов поступак  са обј позива за подн понуда за набавку електричне енергије,ЈП ДИРЕКЦИЈА ЗА ИЗГРАДЊУ И УРЕЂЕЊЕ ГРАДА ЗРЕЊАНИНА,08314659,101165196,801542,80152,4,добра у области енергетике,добра,Електрична енергија,НЕЛА ТОДОРОВИЋ,023562420,2015-12-01 09:04:51,4311,17,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917454
917457,ЈНМВ 15/15 добра за службу екотоксикологије,Завод за јавно здравље Врање,07205830,100547873,711306,70432,7," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,Основне неорганске и органске хемикалије,Драган Младеновић,+381421310,2015-12-01 09:06:03,8690,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917457
917477,"Услуга испоруке и уградње оптичких јављача пожара, система за дојаву пожара у новој хали за израду и производњу челичних конструкција и опреме за дојаву од пожара у ПЦ Елмонт У-094/15-М-реб",Електропривреда Србије ЈП Београд - огранак РБ Колубара,20053658,103920327,704091,70165,1,друге услуге,услуге,Услуге инсталирања електричне и машинске опреме,Зоран Ковач,011/8123-362,2015-12-01 09:15:25,0520,17,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917477
917480,"Набавке добара – радне машине за чишћење снега са тротоара, за потребе Фонда за безбедност саобраћаја Градске управе града Краљева.  ",Градска управа града Краљева,07341857,101774507,719714,70653,7,друга добра,добра,Возила за чишћење путева,Славиша Стојковић,036306058,2015-12-01 09:16:30,8411,73,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917480
917503,ЈНМВ 11-15 - НАБАВКА ТРАКТОРА ,"Ј.П.,,КОМГРАД,,",08032874,101443745,800473,80071,7,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Трактори,НАДА БОШЊАК,024 712 510,2015-12-01 09:33:39,3811,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917503
917511,Лекови,Институт за неонатологију,07031238,100219640,791091,70220,1," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,Фармацеутски производи,Весна Новаковић,011 3630107,2015-12-01 09:39:48,8610,38,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917511
917512,Водомери,ЈАВНО ПРЕДУЗЕЋЕ ЗА КОМУНАЛНУ ИНФРАСТРУКТУРУ И УСЛУГЕ КИКИНДА,21071986,108812135,802158,80209,7,добра у области водопривреде,добра,Водомери,Шибул Марица,0230 402 010,2015-12-01 09:41:43,3600,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917512
917514,ЈН 3000/0667/2015 (102076/2015) - Атестације батерија техничких гасова,ЈП Електропривреда Србије Београд,20053658,103920327,704741,70190,1,друге услуге,услуге,Услуге одржавања и поправки ,Милена Кменица,011/2054-500,2015-12-01 09:44:21,3511,17,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917514
917519,Набавка канцеларијског намештаја са испоруком и монтажом за потребе РЛК,ЛЕКАРСКА КОМОРА СРБИЈЕ,17710532,105062216,791105,70246,7,друга добра,добра,Намештај,Сузана Губерина Чомић,011/ 3626185,2015-12-01 09:45:37,9412,90,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917519
917529,Лиценцирање софтвера на годишњем нивоу ЈН бр. 14/2015 ,ЈКП градске тржнице,17124048,101578505,718980,70645,7,рачунарска опрема (хардверска и софтверска),добра,"Услуге информационе технологије: саветодавне услуге, израда апликација, интернет и подршка",Глигоријевић Александар,034372903,2015-12-01 09:48:48,4789,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917529
917530,Преквалификација и доквалификација заваривача У-1086/15МВ-М-РЕБ,Електропривреда Србије ЈП Београд - огранак РБ Колубара,20053658,103920327,704091,70165,7,услуге образовања и услуге професионалног оспособљавања,услуге,Услуге обуке,Зоран Ковач,011/8123-362,2015-12-01 09:48:55,0520,17,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917530
917544,набавка и испорука рачунарске опреме,Општина Нова Варош,07239009,101068631,729884,70866,7,рачунарска опрема (хардверска и софтверска),добра,Рачунарска опрема,Данијела Попадић,033/63-728,2015-12-01 09:53:48,8411,73,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917544
917545,Уређње дворишта у насељу код „Гаретове палате“,ЈП ДИРЕКЦИЈА ЗА УРБАНИЗАМ И ИЗГРАДЊУ,07367422,100539074,724548,70726,7,општи радови у области ниске градње,радови,"Радови на површинском слоју за објекте за рекреацију,Пројекат и изградња",Драган Здравковић и Братислав Илић,016 245 819,2015-12-01 09:54:50,4211,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917545
917550,набавка добара - набавка и испоруке ел.енергије,"Школа за основно и средње образовање ""Видовдан""",07130228,100627066,706418,70327,7,добра у области енергетике,добра,Електрична енергија,Савић Соња,030/422-490,2015-12-01 09:57:46,8520,17,5,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917550
917557,"Набавка услуга - Ремонт четки за ауточистилице, ЈН бр. Б38-2/2015 за потребе Јавног комуналног предузећа ""Хигијена"" Панчево","ЈКП ""Хигијена"" Панчево",08487529,101829063,803138,80314,7,услуге одржавања и поправке,услуге,"Услуге поправке и одржавања за одређене делове возила,Ремонт и поправка",Горан Марковић,013/327-077,2015-12-01 09:59:21,3811,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917557
917573,JN PUTNICKO VOZILO,ДОМ ЗДРАВЉА РАШКА,17185888,101274697,737445,71021,7,превозна средства,добра,Путнички аутомобили,МАЛИША РАТКОВИЋ,036736128,2015-12-01 10:07:01,8621,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917573
917576,37/15 УЉА И МАЗИВА,"ЈКП ""Водовод"" Лесковац",07204752,100524193,724548,70726,7,друга добра,добра,Уља за подмазивање и средства за подмазивање,Љубеновић Душанка,016-245-108,2015-12-01 10:09:05,3600,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917576
917595,ЈАВНА НАБАВКА РАДОВА-АСФАЛТИРАЊЕ,Јавно комунално предуѕеће Милош Митровић,07160763,101174845,709344,70386,7,опште грађевински радови,радови,Грађевински радови,Владан Радисављевић,026 523 479,2015-12-01 10:20:17,3600,17,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917595
917596,Електрични ручни алат и делови- Огранак Површински копови 308/15-411-реб,Електропривреда Србије ЈП Београд - огранак РБ Колубара,20053658,103920327,704091,70165,1,друга добра,добра,"Електромеханички ручни алати,Машине за шивење",Зоран Ковач,Зоран Ковач 011/8123-362,2015-12-01 10:20:55,0520,17,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917596
917604,Радови на измуљењу Јегричке,Јавно водопривредно предузеће `Воде Војводине` ,08761809,102094162,802824,80284,7,у области водопривреде,радови,Радови на ископавању,Sanda Lazić,0214881506,2015-12-01 10:22:47,7112,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917604
917605,"ЈН ППБОПЗПП  10/2015 СЕРВИСИРАЊЕ ВИДЕОБРОНХОСКОПА (комада 3), произвођача OLYMPUS",Институт за плућне болести Војводине,08042462,100804605,802867,80284,3,друге услуге,услуге,Услуге поправке и одржавања медицинске опреме,"Јово Чарапић, Анђа Јовић","021/4805110, 4805109",2015-12-01 10:24:43,8610,85,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917605
917608,Радови- уређење атарских путева,"Јавно предузеће за грађевинско земљиште, путну привреду, комуналну изградњу и становање ""Развој"" Жабаљ",08632944,100646694,801321,80136,1,општи радови у области ниске градње,радови,Радови на поплочавању и асфалтирању површина,Татјана Вуксанов,021/831325,2015-12-01 10:24:46,4311,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=917608
